"date","district","case_isolation","case_screen","case_asym","asym_isolation","asym_screen","case","asym","pos","pos_real","cum_case_isolation","cum_case_screen","cum_case_asym","cum_case","cum_asym_isolation","cum_asym_screen","cum_asym","cum_pos","cum_pos_real"
"2022-03-22","松江区",0,0,0,31,0,0,31,31,31,2,2,0,4,143,26,169,173,173
"2022-03-23","松江区",0,0,0,32,2,0,34,34,34,2,2,0,4,175,28,203,207,207
"2022-03-24","松江区",0,0,0,83,9,0,92,92,92,2,2,0,4,258,37,295,299,299
"2022-03-25","松江区",0,1,0,13,1,1,14,15,15,2,3,0,5,271,38,309,314,314
"2022-03-26","松江区",0,0,0,70,9,0,79,79,79,2,3,0,5,341,47,388,393,393
"2022-03-27","松江区",0,1,0,174,15,1,189,190,190,2,4,0,6,515,62,577,583,583
"2022-03-28","松江区",0,2,2,81,9,4,90,94,92,2,6,2,10,596,71,667,677,675
"2022-03-29","松江区",2,13,0,210,4,15,214,229,229,4,19,2,25,806,75,881,906,904
"2022-03-30","松江区",1,6,1,211,27,8,238,246,245,5,25,3,33,1017,102,1119,1152,1149
"2022-03-31","松江区",0,4,1,146,33,5,179,184,183,5,29,4,38,1163,135,1298,1336,1332
"2022-04-01","松江区",0,19,0,453,21,19,474,493,493,5,48,4,57,1616,156,1772,1829,1825
"2022-04-02","松江区",1,3,4,548,11,8,559,567,563,6,51,8,65,2164,167,2331,2396,2388
"2022-04-03","松江区",0,0,6,234,23,6,257,263,257,6,51,14,71,2398,190,2588,2659,2645
"2022-04-04","松江区",1,5,0,544,9,6,553,559,559,7,56,14,77,2942,199,3141,3218,3204
"2022-04-05","松江区",1,8,5,750,32,14,782,796,791,8,64,19,91,3692,231,3923,4014,3995
"2022-04-06","松江区",1,1,0,775,4,2,779,781,781,9,65,19,93,4467,235,4702,4795,4776
"2022-04-07","松江区",93,2,12,638,6,107,644,751,739,102,67,31,200,5105,241,5346,5546,5515
"2022-04-08","松江区",87,4,17,648,15,108,663,771,754,189,71,48,308,5753,256,6009,6317,6269
"2022-04-09","松江区",0,1,9,482,8,10,490,500,491,189,72,57,318,6235,264,6499,6817,6760
"2022-04-10","松江区",282,9,0,1530,4,291,1534,1825,1825,471,81,57,609,7765,268,8033,8642,8585
"2022-04-11","松江区",13,3,5,658,12,21,670,691,686,484,84,62,630,8423,280,8703,9333,9271
"2022-04-12","松江区",73,3,1,629,6,77,635,712,711,557,87,63,707,9052,286,9338,10045,9982
"2022-04-13","松江区",122,4,5,519,7,131,526,657,652,679,91,68,838,9571,293,9864,10702,10634
"2022-04-14","松江区",174,4,0,577,6,178,583,761,761,853,95,68,1016,10148,299,10447,11463,11395
"2022-04-15","松江区",195,3,0,567,8,198,575,773,773,1048,98,68,1214,10715,307,11022,12236,12168
"2022-04-16","松江区",83,3,1,322,1,87,323,410,409,1131,101,69,1301,11037,308,11345,12646,12577
"2022-04-17","松江区",150,0,3,744,8,153,752,905,902,1281,101,72,1454,11781,316,12097,13551,13479
"2022-04-18","松江区",123,1,67,570,1,191,571,762,695,1404,102,139,1645,12351,317,12668,14313,14174
"2022-04-19","松江区",57,0,1,265,2,58,267,325,324,1461,102,140,1703,12616,319,12935,14638,14498
"2022-04-20","松江区",142,1,22,505,6,165,511,676,654,1603,103,162,1868,13121,325,13446,15314,15152
"2022-04-21","松江区",22,0,0,469,2,22,471,493,493,1625,103,162,1890,13590,327,13917,15807,15645
"2022-04-22","松江区",115,2,3,2446,2,120,2448,2568,2565,1740,105,165,2010,16036,329,16365,18375,18210
"2022-04-23","松江区",29,1,2,738,3,32,741,773,771,1769,106,167,2042,16774,332,17106,19148,18981
"2022-04-24","松江区",35,0,131,382,0,166,382,548,417,1804,106,298,2208,17156,332,17488,19696,19398
"2022-04-25","松江区",45,0,63,528,5,108,533,641,578,1849,106,361,2316,17684,337,18021,20337,19976
"2022-04-26","松江区",0,0,29,256,2,29,258,287,258,1849,106,390,2345,17940,339,18279,20624,20234
"2022-04-27","松江区",2,0,50,177,2,52,179,231,181,1851,106,440,2397,18117,341,18458,20855,20415
"2022-04-28","松江区",20,1,231,145,5,252,150,402,171,1871,107,671,2649,18262,346,18608,21257,20586
"2022-04-29","松江区",14,0,10,110,0,24,110,134,124,1885,107,681,2673,18372,346,18718,21391,20710
"2022-04-30","松江区",10,0,19,76,0,29,76,105,86,1895,107,700,2702,18448,346,18794,21496,20796
"2022-05-01","松江区",8,0,4,80,4,12,84,96,92,1903,107,704,2714,18528,350,18878,21592,20888
"2022-05-02","松江区",28,0,1,39,0,29,39,68,67,1931,107,705,2743,18567,350,18917,21660,20955
"2022-05-03","松江区",27,1,6,53,3,34,56,90,84,1958,108,711,2777,18620,353,18973,21750,21039
"2022-05-04","松江区",10,1,44,35,2,55,37,92,48,1968,109,755,2832,18655,355,19010,21842,21087
"2022-05-05","松江区",5,0,33,41,4,38,45,83,50,1973,109,788,2870,18696,359,19055,21925,21137
"2022-05-06","松江区",3,0,2,19,3,5,22,27,25,1976,109,790,2875,18715,362,19077,21952,21162
"2022-05-07","松江区",3,0,19,26,0,22,26,48,29,1979,109,809,2897,18741,362,19103,22000,21191
"2022-05-08","松江区",3,0,10,22,5,13,27,40,30,1982,109,819,2910,18763,367,19130,22040,21221
"2022-05-09","松江区",1,0,6,19,0,7,19,26,20,1983,109,825,2917,18782,367,19149,22066,21241
"2022-05-10","松江区",2,0,4,13,0,6,13,19,15,1985,109,829,2923,18795,367,19162,22085,21256
"2022-05-11","松江区",3,0,1,10,0,4,10,14,13,1988,109,830,2927,18805,367,19172,22099,21269
"2022-05-12","松江区",1,0,6,15,0,7,15,22,16,1989,109,836,2934,18820,367,19187,22121,21285
"2022-05-13","松江区",1,0,2,8,0,3,8,11,9,1990,109,838,2937,18828,367,19195,22132,21294
"2022-05-14","松江区",0,0,0,6,0,0,6,6,6,1990,109,838,2937,18834,367,19201,22138,21300
"2022-05-15","松江区",0,0,1,13,0,1,13,14,13,1990,109,839,2938,18847,367,19214,22152,21313
"2022-05-16","松江区",1,0,1,9,0,2,9,11,10,1991,109,840,2940,18856,367,19223,22163,21323
"2022-05-17","松江区",5,0,2,12,0,7,12,19,17,1996,109,842,2947,18868,367,19235,22182,21340
"2022-05-18","松江区",2,0,0,13,0,2,13,15,15,1998,109,842,2949,18881,367,19248,22197,21355
"2022-05-19","松江区",1,0,0,9,0,1,9,10,10,1999,109,842,2950,18890,367,19257,22207,21365
"2022-05-20","松江区",0,0,0,6,0,0,6,6,6,1999,109,842,2950,18896,367,19263,22213,21371
"2022-05-21","松江区",1,0,0,12,0,1,12,13,13,2000,109,842,2951,18908,367,19275,22226,21384
"2022-05-22","松江区",0,0,0,5,0,0,5,5,5,2000,109,842,2951,18913,367,19280,22231,21389
"2022-05-23","松江区",0,0,0,7,0,0,7,7,7,2000,109,842,2951,18920,367,19287,22238,21396
"2022-05-24","松江区",0,0,0,1,0,0,1,1,1,2000,109,842,2951,18921,367,19288,22239,21397
"2022-05-25","松江区",0,0,0,0,0,0,0,0,0,2000,109,842,2951,18921,367,19288,22239,21397
"2022-05-26","松江区",0,0,0,2,0,0,2,2,2,2000,109,842,2951,18923,367,19290,22241,21399
"2022-05-27","松江区",3,1,0,0,0,4,0,4,4,2003,110,842,2955,18923,367,19290,22245,21403
"2022-05-28","松江区",0,0,0,0,0,0,0,0,0,2003,110,842,2955,18923,367,19290,22245,21403
"2022-05-29","松江区",1,0,1,0,0,2,0,2,1,2004,110,843,2957,18923,367,19290,22247,21404
"2022-05-30","松江区",0,0,0,1,0,0,1,1,1,2004,110,843,2957,18924,367,19291,22248,21405
"2022-05-31","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-01","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-02","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-03","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-04","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-05","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-06","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-07","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-08","松江区",0,0,0,0,0,0,0,0,0,2004,110,843,2957,18924,367,19291,22248,21405
"2022-06-09","松江区",1,0,0,0,0,1,0,1,1,2005,110,843,2958,18924,367,19291,22249,21406
"2022-06-10","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,367,19291,22249,21406
"2022-06-11","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,367,19291,22249,21406
"2022-06-12","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,367,19291,22249,21406
"2022-06-13","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,367,19291,22249,21406
"2022-06-14","松江区",0,0,0,0,1,0,1,1,1,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-15","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-16","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-17","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-18","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-19","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-20","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-21","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-22","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-23","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-24","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-25","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-26","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-27","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-28","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-29","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-06-30","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-07-01","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-07-02","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-07-03","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-07-04","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-07-05","松江区",0,0,0,0,0,0,0,0,0,2005,110,843,2958,18924,368,19292,22250,21407
"2022-07-06","松江区",0,1,0,2,0,1,2,3,3,2005,111,843,2959,18926,368,19294,22253,21410
"2022-07-07","松江区",0,0,0,0,0,0,0,0,0,2005,111,843,2959,18926,368,19294,22253,21410
"2022-07-08","松江区",0,0,0,1,0,0,1,1,1,2005,111,843,2959,18927,368,19295,22254,21411
"2022-07-09","松江区",0,1,0,1,0,1,1,2,2,2005,112,843,2960,18928,368,19296,22256,21413
"2022-07-10","松江区",0,0,0,0,0,0,0,0,0,2005,112,843,2960,18928,368,19296,22256,21413
"2022-03-09","徐汇区",0,0,0,6,0,0,6,6,6,0,0,0,0,6,0,6,6,6
"2022-03-10","徐汇区",0,0,0,6,1,0,7,7,7,0,0,0,0,12,1,13,13,13
"2022-03-11","徐汇区",2,0,0,6,4,2,10,12,12,2,0,0,2,18,5,23,25,25
"2022-03-12","徐汇区",0,0,0,1,0,0,1,1,1,2,0,0,2,19,5,24,26,26
"2022-03-13","徐汇区",0,4,0,8,6,4,14,18,18,2,4,0,6,27,11,38,44,44
"2022-03-14","徐汇区",2,0,0,10,1,2,11,13,13,4,4,0,8,37,12,49,57,57
"2022-03-15","徐汇区",1,0,0,13,10,1,23,24,24,5,4,0,9,50,22,72,81,81
"2022-03-16","徐汇区",0,2,0,0,5,2,5,7,7,5,6,0,11,50,27,77,88,88
"2022-03-17","徐汇区",0,8,0,9,19,8,28,36,36,5,14,0,19,59,46,105,124,124
"2022-03-18","徐汇区",0,1,0,17,22,1,39,40,40,5,15,0,20,76,68,144,164,164
"2022-03-19","徐汇区",0,0,0,20,41,0,61,61,61,5,15,0,20,96,109,205,225,225
"2022-03-20","徐汇区",0,1,0,39,6,1,45,46,46,5,16,0,21,135,115,250,271,271
"2022-03-21","徐汇区",4,0,0,107,19,4,126,130,130,9,16,0,25,242,134,376,401,401
"2022-03-22","徐汇区",1,1,0,77,8,2,85,87,87,10,17,0,27,319,142,461,488,488
"2022-03-23","徐汇区",0,0,0,99,7,0,106,106,106,10,17,0,27,418,149,567,594,594
"2022-03-24","徐汇区",0,2,0,143,22,2,165,167,167,10,19,0,29,561,171,732,761,761
"2022-03-25","徐汇区",0,1,0,2,0,1,2,3,3,10,20,0,30,563,171,734,764,764
"2022-03-26","徐汇区",1,4,0,291,35,5,326,331,331,11,24,0,35,854,206,1060,1095,1095
"2022-03-27","徐汇区",0,6,0,218,53,6,271,277,277,11,30,0,41,1072,259,1331,1372,1372
"2022-03-28","徐汇区",0,5,1,60,25,6,85,91,90,11,35,1,47,1132,284,1416,1463,1462
"2022-03-29","徐汇区",5,25,4,968,98,34,1066,1100,1096,16,60,5,81,2100,382,2482,2563,2558
"2022-03-30","徐汇区",0,15,0,294,95,15,389,404,404,16,75,5,96,2394,477,2871,2967,2962
"2022-03-31","徐汇区",1,17,2,184,22,20,206,226,224,17,92,7,116,2578,499,3077,3193,3186
"2022-04-01","徐汇区",2,35,0,385,217,37,602,639,639,19,127,7,153,2963,716,3679,3832,3825
"2022-04-02","徐汇区",2,35,7,744,254,44,998,1042,1035,21,162,14,197,3707,970,4677,4874,4860
"2022-04-03","徐汇区",0,27,7,393,72,34,465,499,492,21,189,21,231,4100,1042,5142,5373,5352
"2022-04-04","徐汇区",0,8,0,1193,28,8,1221,1229,1229,21,197,21,239,5293,1070,6363,6602,6581
"2022-04-05","徐汇区",1,19,3,827,70,23,897,920,917,22,216,24,262,6120,1140,7260,7522,7498
"2022-04-06","徐汇区",0,16,3,1059,29,19,1088,1107,1104,22,232,27,281,7179,1169,8348,8629,8602
"2022-04-07","徐汇区",0,12,31,2022,11,43,2033,2076,2045,22,244,58,324,9201,1180,10381,10705,10647
"2022-04-08","徐汇区",56,20,38,1314,201,114,1515,1629,1591,78,264,96,438,10515,1381,11896,12334,12238
"2022-04-09","徐汇区",0,28,16,1056,50,44,1106,1150,1134,78,292,112,482,11571,1431,13002,13484,13372
"2022-04-10","徐汇区",18,26,2,2922,235,46,3157,3203,3201,96,318,114,528,14493,1666,16159,16687,16573
"2022-04-11","徐汇区",3,14,31,1678,45,48,1723,1771,1740,99,332,145,576,16171,1711,17882,18458,18313
"2022-04-12","徐汇区",41,14,1,1020,32,56,1052,1108,1107,140,346,146,632,17191,1743,18934,19566,19420
"2022-04-13","徐汇区",124,18,1,1320,29,143,1349,1492,1491,264,364,147,775,18511,1772,20283,21058,20911
"2022-04-14","徐汇区",126,46,121,984,65,293,1049,1342,1221,390,410,268,1068,19495,1837,21332,22400,22132
"2022-04-15","徐汇区",91,17,169,1388,24,277,1412,1689,1520,481,427,437,1345,20883,1861,22744,24089,23652
"2022-04-16","徐汇区",142,27,1,1342,20,170,1362,1532,1531,623,454,438,1515,22225,1881,24106,25621,25183
"2022-04-17","徐汇区",46,14,107,1346,40,167,1386,1553,1446,669,468,545,1682,23571,1921,25492,27174,26629
"2022-04-18","徐汇区",35,16,17,483,21,68,504,572,555,704,484,562,1750,24054,1942,25996,27746,27184
"2022-04-19","徐汇区",107,34,3,1403,61,144,1464,1608,1605,811,518,565,1894,25457,2003,27460,29354,28789
"2022-04-20","徐汇区",118,18,55,1234,22,191,1256,1447,1392,929,536,620,2085,26691,2025,28716,30801,30181
"2022-04-21","徐汇区",258,12,77,981,38,347,1019,1366,1289,1187,548,697,2432,27672,2063,29735,32167,31470
"2022-04-22","徐汇区",20,24,79,1125,27,123,1152,1275,1196,1207,572,776,2555,28797,2090,30887,33442,32666
"2022-04-23","徐汇区",77,7,7,1617,14,91,1631,1722,1715,1284,579,783,2646,30414,2104,32518,35164,34381
"2022-04-24","徐汇区",120,7,101,1159,9,228,1168,1396,1295,1404,586,884,2874,31573,2113,33686,36560,35676
"2022-04-25","徐汇区",36,0,173,1122,10,209,1132,1341,1168,1440,586,1057,3083,32695,2123,34818,37901,36844
"2022-04-26","徐汇区",30,1,142,716,15,173,731,904,762,1470,587,1199,3256,33411,2138,35549,38805,37606
"2022-04-27","徐汇区",59,2,151,334,6,212,340,552,401,1529,589,1350,3468,33745,2144,35889,39357,38007
"2022-04-28","徐汇区",43,0,484,1053,0,527,1053,1580,1096,1572,589,1834,3995,34798,2144,36942,40937,39103
"2022-04-29","徐汇区",50,0,164,388,0,214,388,602,438,1622,589,1998,4209,35186,2144,37330,41539,39541
"2022-04-30","徐汇区",10,0,126,352,0,136,352,488,362,1632,589,2124,4345,35538,2144,37682,42027,39903
"2022-05-01","徐汇区",35,0,36,368,3,71,371,442,406,1667,589,2160,4416,35906,2147,38053,42469,40309
"2022-05-02","徐汇区",14,0,24,376,3,38,379,417,393,1681,589,2184,4454,36282,2150,38432,42886,40702
"2022-05-03","徐汇区",5,0,21,335,2,26,337,363,342,1686,589,2205,4480,36617,2152,38769,43249,41044
"2022-05-04","徐汇区",5,0,8,315,2,13,317,330,322,1691,589,2213,4493,36932,2154,39086,43579,41366
"2022-05-05","徐汇区",2,0,7,313,1,9,314,323,316,1693,589,2220,4502,37245,2155,39400,43902,41682
"2022-05-06","徐汇区",7,0,12,309,2,19,311,330,318,1700,589,2232,4521,37554,2157,39711,44232,42000
"2022-05-07","徐汇区",6,0,4,288,1,10,289,299,295,1706,589,2236,4531,37842,2158,40000,44531,42295
"2022-05-08","徐汇区",7,0,15,283,1,22,284,306,291,1713,589,2251,4553,38125,2159,40284,44837,42586
"2022-05-09","徐汇区",12,0,9,107,0,21,107,128,119,1725,589,2260,4574,38232,2159,40391,44965,42705
"2022-05-10","徐汇区",2,0,21,60,0,23,60,83,62,1727,589,2281,4597,38292,2159,40451,45048,42767
"2022-05-11","徐汇区",0,0,9,64,1,9,65,74,65,1727,589,2290,4606,38356,2160,40516,45122,42832
"2022-05-12","徐汇区",3,0,2,88,0,5,88,93,91,1730,589,2292,4611,38444,2160,40604,45215,42923
"2022-05-13","徐汇区",1,0,22,82,0,23,82,105,83,1731,589,2314,4634,38526,2160,40686,45320,43006
"2022-05-14","徐汇区",0,0,2,87,0,2,87,89,87,1731,589,2316,4636,38613,2160,40773,45409,43093
"2022-05-15","徐汇区",1,0,3,59,0,4,59,63,60,1732,589,2319,4640,38672,2160,40832,45472,43153
"2022-05-16","徐汇区",0,0,0,52,0,0,52,52,52,1732,589,2319,4640,38724,2160,40884,45524,43205
"2022-05-17","徐汇区",0,0,4,47,0,4,47,51,47,1732,589,2323,4644,38771,2160,40931,45575,43252
"2022-05-18","徐汇区",1,0,3,40,0,4,40,44,41,1733,589,2326,4648,38811,2160,40971,45619,43293
"2022-05-19","徐汇区",0,0,0,37,0,0,37,37,37,1733,589,2326,4648,38848,2160,41008,45656,43330
"2022-05-20","徐汇区",0,0,0,41,0,0,41,41,41,1733,589,2326,4648,38889,2160,41049,45697,43371
"2022-05-21","徐汇区",0,0,0,42,0,0,42,42,42,1733,589,2326,4648,38931,2160,41091,45739,43413
"2022-05-22","徐汇区",0,0,3,39,0,3,39,42,39,1733,589,2329,4651,38970,2160,41130,45781,43452
"2022-05-23","徐汇区",0,0,1,26,0,1,26,27,26,1733,589,2330,4652,38996,2160,41156,45808,43478
"2022-05-24","徐汇区",1,0,0,21,0,1,21,22,22,1734,589,2330,4653,39017,2160,41177,45830,43500
"2022-05-25","徐汇区",0,0,1,20,0,1,20,21,20,1734,589,2331,4654,39037,2160,41197,45851,43520
"2022-05-26","徐汇区",1,0,1,16,0,2,16,18,17,1735,589,2332,4656,39053,2160,41213,45869,43537
"2022-05-27","徐汇区",1,0,1,10,0,2,10,12,11,1736,589,2333,4658,39063,2160,41223,45881,43548
"2022-05-28","徐汇区",1,0,1,8,0,2,8,10,9,1737,589,2334,4660,39071,2160,41231,45891,43557
"2022-05-29","徐汇区",2,0,0,3,0,2,3,5,5,1739,589,2334,4662,39074,2160,41234,45896,43562
"2022-05-30","徐汇区",0,0,0,0,0,0,0,0,0,1739,589,2334,4662,39074,2160,41234,45896,43562
"2022-05-31","徐汇区",0,0,0,0,0,0,0,0,0,1739,589,2334,4662,39074,2160,41234,45896,43562
"2022-06-01","徐汇区",0,0,1,0,0,1,0,1,0,1739,589,2335,4663,39074,2160,41234,45897,43562
"2022-06-02","徐汇区",0,0,0,0,0,0,0,0,0,1739,589,2335,4663,39074,2160,41234,45897,43562
"2022-06-03","徐汇区",0,1,0,0,0,1,0,1,1,1739,590,2335,4664,39074,2160,41234,45898,43563
"2022-06-04","徐汇区",2,0,0,1,0,2,1,3,3,1741,590,2335,4666,39075,2160,41235,45901,43566
"2022-06-05","徐汇区",0,0,0,0,0,0,0,0,0,1741,590,2335,4666,39075,2160,41235,45901,43566
"2022-06-06","徐汇区",0,2,0,0,0,2,0,2,2,1741,592,2335,4668,39075,2160,41235,45903,43568
"2022-06-07","徐汇区",1,0,0,1,0,1,1,2,2,1742,592,2335,4669,39076,2160,41236,45905,43570
"2022-06-08","徐汇区",0,0,0,2,0,0,2,2,2,1742,592,2335,4669,39078,2160,41238,45907,43572
"2022-06-09","徐汇区",0,0,0,1,1,0,2,2,2,1742,592,2335,4669,39079,2161,41240,45909,43574
"2022-06-10","徐汇区",0,0,0,2,0,0,2,2,2,1742,592,2335,4669,39081,2161,41242,45911,43576
"2022-06-11","徐汇区",1,0,0,2,1,1,3,4,4,1743,592,2335,4670,39083,2162,41245,45915,43580
"2022-06-12","徐汇区",2,0,0,10,2,2,12,14,14,1745,592,2335,4672,39093,2164,41257,45929,43594
"2022-06-13","徐汇区",2,0,0,5,0,2,5,7,7,1747,592,2335,4674,39098,2164,41262,45936,43601
"2022-06-14","徐汇区",1,0,0,1,0,1,1,2,2,1748,592,2335,4675,39099,2164,41263,45938,43603
"2022-06-15","徐汇区",1,0,0,2,0,1,2,3,3,1749,592,2335,4676,39101,2164,41265,45941,43606
"2022-06-16","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39101,2164,41265,45941,43606
"2022-06-17","徐汇区",0,0,0,1,0,0,1,1,1,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-18","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-19","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-20","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-21","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-22","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-23","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-24","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-25","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-26","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-27","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-28","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-29","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-06-30","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-07-01","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-07-02","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-07-03","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-07-04","徐汇区",0,0,0,0,0,0,0,0,0,1749,592,2335,4676,39102,2164,41266,45942,43607
"2022-07-05","徐汇区",3,0,0,0,0,3,0,3,3,1752,592,2335,4679,39102,2164,41266,45945,43610
"2022-07-06","徐汇区",2,0,0,0,0,2,0,2,2,1754,592,2335,4681,39102,2164,41266,45947,43612
"2022-07-07","徐汇区",4,0,0,2,0,4,2,6,6,1758,592,2335,4685,39104,2164,41268,45953,43618
"2022-07-08","徐汇区",0,0,0,3,0,0,3,3,3,1758,592,2335,4685,39107,2164,41271,45956,43621
"2022-07-09","徐汇区",1,0,0,2,0,1,2,3,3,1759,592,2335,4686,39109,2164,41273,45959,43624
"2022-07-10","徐汇区",1,0,0,0,1,1,1,2,2,1760,592,2335,4687,39109,2165,41274,45961,43626
"2022-03-09","杨浦区",0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1
"2022-03-10","杨浦区",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"2022-03-11","杨浦区",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"2022-03-12","杨浦区",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"2022-03-13","杨浦区",0,0,0,1,2,0,3,3,3,0,0,0,0,1,3,4,4,4
"2022-03-14","杨浦区",0,0,0,0,1,0,1,1,1,0,0,0,0,1,4,5,5,5
"2022-03-15","杨浦区",0,0,0,1,1,0,2,2,2,0,0,0,0,2,5,7,7,7
"2022-03-16","杨浦区",0,0,0,0,2,0,2,2,2,0,0,0,0,2,7,9,9,9
"2022-03-17","杨浦区",0,0,0,2,0,0,2,2,2,0,0,0,0,4,7,11,11,11
"2022-03-18","杨浦区",0,0,0,3,5,0,8,8,8,0,0,0,0,7,12,19,19,19
"2022-03-19","杨浦区",0,0,0,12,2,0,14,14,14,0,0,0,0,19,14,33,33,33
"2022-03-20","杨浦区",0,0,0,6,2,0,8,8,8,0,0,0,0,25,16,41,41,41
"2022-03-21","杨浦区",0,0,0,9,1,0,10,10,10,0,0,0,0,34,17,51,51,51
"2022-03-22","杨浦区",0,0,0,2,1,0,3,3,3,0,0,0,0,36,18,54,54,54
"2022-03-23","杨浦区",0,0,0,7,4,0,11,11,11,0,0,0,0,43,22,65,65,65
"2022-03-24","杨浦区",0,1,0,17,3,1,20,21,21,0,1,0,1,60,25,85,86,86
"2022-03-25","杨浦区",0,0,0,11,0,0,11,11,11,0,1,0,1,71,25,96,97,97
"2022-03-26","杨浦区",1,1,0,13,8,2,21,23,23,1,2,0,3,84,33,117,120,120
